Conference,Year,Title,DOI,id,cite_to_list,cited_by_list,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,XploreCitationCount - 2020-01,PubsCited,Award
VAST,2010,Understanding text corpora with multiple facets,10.1109/VAST.2010.5652931,616,"[224, 126, 516, 101, 400, 402, 86, 474, 476, 350, 351]","[667, 696, 697, 791, 801, 826, 909, 954, 1066, 1068, 1175, 1185, 1366, 1372]",http://dx.doi.org/10.1109/VAST.2010.5652931,99,106,C,"Text visualization becomes an increasingly more important research topic as the need to understand massive-scale textual information is proven to be imperative for many people and businesses. However, it is still very challenging to design effective visual metaphors to represent large corpora of text due to the unstructured and high-dimensional nature of text. In this paper, we propose a data model that can be used to represent most of the text corpora. Such a data model contains four basic types of facets: time, category, content (unstructured), and structured facet. To understand the corpus with such a data model, we develop a hybrid visualization by combining the trend graph with tag-clouds. We encode the four types of data facets with four separate visual dimensions. To help people discover evolutionary and correlation patterns, we also develop several visual interaction methods that allow people to interactively analyze text by one or more facets. Finally, we present two case studies to demonstrate the effectiveness of our solution in support of multi-faceted visual analysis of text corpora.",Lei Shi;Furu Wei;Shixia Liu;Li Tan;Xiaoxiao Lian;Michelle X. Zhou,Lei Shi;Furu Wei;Shixia Liu;Li Tan;Xiaoxiao Lian;Michelle X. Zhou,"IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China;IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China;IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China;IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China;IBM Research - China, 19 Zhongguancun Software Park, Beijing 100193, China;IBM Research - Almaden, 650 Harry Road San Jose, CA 95120, USA",10.1109/VAST.2009.5333443;10.1109/VAST.2007.4389005;10.1109/TVCG.2008.172;10.1109/TVCG.2009.171;10.1109/TVCG.2008.166;10.1109/TVCG.2009.165;10.1109/INFVIS.2002.1173155;10.1109/INFVIS.1999.801866;10.1109/VAST.2007.4389006;10.1109/INFVIS.2005.1532122;10.1109/INFVIS.2000.885097,"text visualization, multi-facet data visualization",56.0,30.0,29.0,
VAST,2010,VizCept: Supporting synchronous collaboration for constructing visualizations in intelligence analysis,10.1109/VAST.2010.5652932,617,"[323, 420, 424, 470, 506, 351]","[683, 1172, 1464, 1475, 1565]",http://dx.doi.org/10.1109/VAST.2010.5652932,107,114,C,"In this paper, we present a new web-based visual analytics system, VizCept, which is designed to support fluid, collaborative analysis of large textual intelligence datasets. The main approach of the design is to combine individual workspace and shared visualization in an integrated environment. Collaborating analysts will be able to identify concepts and relationships from the dataset based on keyword searches in their own workspace and collaborate visually with other analysts using visualization tools such as a concept map view and a timeline view. The system allows analysts to parallelize the work by dividing initial sets of concepts, investigating them on their own workspace, and then integrating individual findings automatically on shared visualizations with support for interaction and personal graph layout in real time, in order to develop a unified plot. We highlight several design considerations that promote communication and analytic performance in small team synchronous collaboration. We report the result of a pair of case study applications including collaboration and communication methods, analysis strategies, and user behaviors under a competition setting in the same location at the same time. The results of these demonstrate the tool's effectiveness for synchronous collaborative construction and use of visualizations in intelligence data analysis.",Haeyong Chung;Seungwon Yang;Naveed Massjouni;Christopher Andrews;Rahul Kanna;Chris North,Haeyong Chung;Seungwon Yang;Naveed Massjouni;Christopher Andrews;Rahul Kanna;Chris North,"Department of Computer Science, Virginia Tech;Department of Computer Science, Virginia Tech;Department of Computer Science, Virginia Tech;Department of Computer Science, Virginia Tech;Department of Computer Science, Virginia Tech;Department of Computer Science, Virginia Tech",10.1109/TVCG.2009.148;10.1109/VAST.2007.4389006;10.1109/VAST.2009.5333245;10.1109/VAST.2008.4677362;10.1109/TVCG.2007.70577;10.1109/VAST.2008.4677366,"Collaborative visualization, text and document data, intelligence analysis",22.0,14.0,24.0,
VAST,2010,Two-stage framework for a topology-based projection and visualization of classified document collections,10.1109/VAST.2010.5652940,618,"[523, 500, 6]","[696, 1018]",http://dx.doi.org/10.1109/VAST.2010.5652940,91,98,C,"During the last decades, electronic textual information has become the world's largest and most important information source. Daily newspapers, books, scientific and governmental publications, blogs and private messages have grown into a wellspring of endless information and knowledge. Since neither existing nor new information can be read in its entirety, we rely increasingly on computers to extract and visualize meaningful or interesting topics and documents from this huge information reservoir. In this paper, we extend, improve and combine existing individual approaches into an overall framework that supports topologi-cal analysis of high dimensional document point clouds given by the well-known tf-idf document-term weighting method. We show that traditional distance-based approaches fail in very high dimensional spaces, and we describe an improved two-stage method for topology-based projections from the original high dimensional information space to both two dimensional (2-D) and three dimensional (3-D) visualizations. To demonstrate the accuracy and usability of this framework, we compare it to methods introduced recently and apply it to complex document and patent collections.",Patrick Oesterling;Gerik Scheuermann;Sven Teresniak;Gerhard Heyer;Steffen Koch;Thomas Ertl;Gunther H. Weber,Patrick Oesterling;Gerik Scheuermann;Sven Teresniak;Gerhard Heyer;Steffen Koch;Thomas Ertl;Gunther H. Weber,University of Leipzig;University of Leipzig;University of Leipzig;University of Leipzig;University of Stuttgart;University of Stuttgart;Lawrence Berkeley National Laboratory,10.1109/VAST.2009.5333564;10.1109/TVCG.2007.70601;10.1109/VISUAL.1990.146402;10.1109/INFVIS.1995.528686;10.1109/VAST.2009.5332629;10.1109/TVCG.2009.119,,19.0,15.0,25.0,
VAST,2010,Visually representing geo-temporal differences,10.1109/VAST.2010.5652951,619,[],[],http://dx.doi.org/10.1109/VAST.2010.5652951,229,230,M,"Data sets that contain geospatial and temporal elements can be challenging to analyze. In particular, it can be difficult to determine how the data have changed over spatial and temporal ranges. In this poster, we present a visual approach for representing the pair-wise differences between geographically and temporally binned data. In addition to providing a novel method for visualizing such geo-temporal differences, GTdiff provides a high degree of interactivity that supports the exploration and analysis of the data.",Orland Hoeber;Garnett Carl Wilson;Simon Harding;René Enguehard;Rodolphe Devillers,Orland Hoeber;Garnett Wilson;Simon Harding;René Enguehard;Rodolphe Devillers,"Department of Computer Science, Memorial University;Department of Computer Science, Memorial University;Department of Computer Science, Memorial University;Department of Geography, Memorial University;Department of Geography, Memorial University",,,7.0,4.0,5.0,
VAST,2010,A continuous analysis process between desktop and collaborative visual analytics environments,10.1109/VAST.2010.5652958,620,[],[],http://dx.doi.org/10.1109/VAST.2010.5652958,231,232,M,"Since its inception, the field of visual analytics has undergone tremendous growth in understanding how to create interactive visual tools to solve analytical problems. However, with few exceptions, most of these tools have been designed for single users in desktop environments. While often effective on their own, most single-user systems do not reflect the collaborative nature of solving real-world analytical tasks. Many intelligence analysts, for example, have been observed to switch repeatedly between working alone and collaborating with members of a small team. In this paper, we propose that a complete visual analytical system designed for solving real-world tasks ought to have two integrated components: a single-user desktop system and a mirroring system suitable for a collaborative environment.",Dong Hyun Jeong;Evan A. Suma;Thomas Butkiewicz;William Ribarsky;Remco Chang,Dong Hyun Jeong;Evan Suma;Thomas Butkiewicz;William Ribarsky;Remco Chang,Univ. of the District of Columbia;Univ. of Southern California;Univ. of North Carolina at Charlotte;Univ. of North Carolina at Charlotte;Tufts University,,,1.0,1.0,2.0,
VAST,2010,EmailTime: Visual analytics of emails,10.1109/VAST.2010.5652968,621,[],[1558],http://dx.doi.org/10.1109/VAST.2010.5652968,233,234,M,"Although the discovery and analysis of communication patterns in large and complex email datasets are difficult tasks, they can be a valuable source of information. This paper presents EmailTime's capabilities through several examples. EmailTime is a visual analysis of email correspondence patterns over the course of time that interactively portrays personal and interpersonal networks using the correspondence in the email dataset. We suggest that integrating both statistics and visualizations in order to display information about the email datasets may simplify its evaluation.",Minoo Erfani Joorabchi;Ji-Dong Yim;Chris Shaw 0002,Minoo Erfani Joorabchi;Ji-Dong Yim;Christopher D. Shaw,Simon Fraser University;Simon Fraser University;Simon Fraser University,,"Email, Enron, EmailTime, Email Correspondents, Visual Analysis",4.0,4.0,2.0,
VAST,2010,Poster: Dynamic time transformation for interpreting clusters of trajectories with space-time cube,10.1109/VAST.2010.5653580,622,[],[1513],http://dx.doi.org/10.1109/VAST.2010.5653580,213,214,M,We propose a set of techniques that support visual interpretation of trajectory clusters by transforming absolute time references into relative positions within temporal cycles or with respect to the starting and/or ending times of the trajectories. We demonstrate the work of the approach on a real data set about individual movement over one year.,Gennady L. Andrienko;Natalia V. Andrienko,Gennady Andrienko;Natalia Andrienko,University of Bonn and Fraunhofer Institute IAIS;University of Bonn and Fraunhofer Institute IAIS,,,17.0,17.0,9.0,
VAST,2010,Towards the Personal Equation of Interaction: The impact of personality factors on visual analytics interface interaction,10.1109/VAST.2010.5653587,623,[],"[681, 1045, 1197, 1402]",http://dx.doi.org/10.1109/VAST.2010.5653587,203,210,C,"These current studies explored the impact of individual differences in personality factors on interface interaction and learning performance behaviors in both an interactive visualization and a menu-driven web table in two studies. Participants were administered 3 psychometric measures designed to assess Locus of Control, Extraversion, and Neuroticism. Participants were then asked to complete multiple procedural learning tasks in each interface. Results demonstrated that all three measures predicted completion times. Additionally, results analyses demonstrated personality factors also predicted the number of insights participants reported while completing the tasks in each interface. We discuss how these findings advance our ongoing research in the Personal Equation of Interaction.",Tera Marie Green;Brian D. Fisher,Tear Marie Green;Brian Fisher,School of Interactive Arts &#x002B; Technology Simon Fraser University;School of Interactive Arts &#x002B; Technology Simon Fraser University,,"visual analytics, cognition and perception theory, embodied cognition, visualization taxonomies and models",38.0,23.0,25.0,
VAST,2010,Helping users recall their reasoning process,10.1109/VAST.2010.5653598,624,"[418, 354, 389, 423, 337]","[738, 807, 1172, 1191, 1204, 1458, 1607]",http://dx.doi.org/10.1109/VAST.2010.5653598,187,194,C,"The final product of an analyst's investigation using a visualization is often a report of the discovered knowledge, as well as the methods employed and reasoning behind the discovery. We believe that analysts may have difficulty keeping track of their knowledge discovery process and will require tools to assist in accurately recovering their reasoning. We first report on a study examining analysts' recall of their strategies and methods, demonstrating their lack of memory of the path of knowledge discovery. We then explore whether a tool visualizing the steps of the visual analysis can aid users in recalling their reasoning process. The results of our second study indicate that visualizations of interaction logs can serve as an effective memory aid, allowing analysts to recall additional details of their strategies and decisions.",Heather Lipford;Felesia Stukes;Wenwen Dou;Matthew E. Hawkins;Remco Chang,Heather Richter Lipford;Felesia Stukes;Wenwen Dou;Matthew E. Hawkins;Remco Chang,University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte,10.1109/TVCG.2008.137;10.1109/VAST.2007.4388992;10.1109/VAST.2008.4677365;10.1109/VAST.2008.4677360;10.1109/VAST.2007.4389009,"Visual analytics, visualization, reasoning process ",23.0,19.0,20.0,
VAST,2010,Comparing different levels of interaction constraints for deriving visual problem isomorphs,10.1109/VAST.2010.5653599,625,"[307, 383]",[878],http://dx.doi.org/10.1109/VAST.2010.5653599,195,202,C,"Interaction and manual manipulation have been shown in the cognitive science literature to play a critical role in problem solving. Given different types of interactions or constraints on interactions, a problem can appear to have different degrees of difficulty. While this relationship between interaction and problem solving has been well studied in the cognitive science literatures, the visual analytics community has yet to exploit this understanding for analytical problem solving. In this paper, we hypothesize that constraints on interactions and constraints encoded in visual representations can lead to strategies of varying effectiveness during problem solving. To test our hypothesis, we conducted a user study in which participants were given different levels of interaction constraints when solving a simple math game called Number Scrabble. Number Scrabble is known to have an optimal visual problem isomorph, and the goal of this study is to learn if and how the participants could derive the isomorph and to analyze the strategies that the participants utilize in solving the problem. Our results indicate that constraints on interactions do affect problem solving, and that while the optimal visual isomorph is difficult to derive, certain interaction constraints can lead to a higher chance of deriving the isomorph.",Wenwen Dou;Caroline Ziemkiewicz;Lane Harrison;Dong Hyun Jeong;Roxanne Ryan;William Ribarsky;Xiaoyu Wang;Remco Chang,Wenwen Dou;Caroline Ziemkiewicz;Lane Harrison;Dong Hyun Jeong;Roxanne Ryan;William Ribarsky;Xiaoyu Wang;Remco Chang,University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte;University of North Carolina at Charlotte,10.1109/TVCG.2007.70515;10.1109/TVCG.2008.121,"Interaction, Visual Isomorph, Problem Solving",10.0,4.0,21.0,
VAST,2010,Data representation and exploration with Geometric Wavelets,10.1109/VAST.2010.5653822,626,[],[],http://dx.doi.org/10.1109/VAST.2010.5653822,243,244,M,"Geometric Wavelets is a new multi-scale data representation technique which is useful for a variety of applications such as data compression, interpretation and anomaly detection. We have developed an interactive visualization with multiple linked views to help users quickly explore data sets and understand this novel construction. Currently the interface is being used by applied mathematicians to view results and gain new insights, speeding methods development.",Eric E. Monson;Guangliang Chen;Rachel Brady;Mauro Maggioni,Eric E. Monson;Guangliang Chen;Rachael Brady;Mauro Maggioni,"Duke Visualization Technology Group;Duke Mathematics;Duke Visualization Technology Group;Duke Mathematics and, Computer Science",,,3.0,1.0,7.0,
VAST,2010,"Combining statistical independence testing, visual attribute selection and automated analysis to find relevant attributes for classification",10.1109/VAST.2010.5654445,627,[],[],http://dx.doi.org/10.1109/VAST.2010.5654445,239,240,M,"We present an iterative strategy for finding a relevant subset of attributes for the purpose of classification in high-dimensional, heterogeneous data sets. The attribute subset is used for the construction of a classifier function. In order to cope with the challenge of scalability, the analysis is split into an overview of all attributes and a detailed analysis of small groups of attributes. The overview provides generic information on statistical dependencies between attributes. With this information the user can select groups of attributes and an analytical method for their detailed analysis. The detailed analysis involves the identification of redundant attributes (via classification or regression) and the creation of summarizing attributes (via clustering or dimension reduction). Our strategy does not prescribe specific analytical methods. Instead, we recursively combine the results of different methods to find or generate a subset of attributes to use for classification.",Thorsten May;James Davey;Jörn Kohlhammer,Thorsten May;James Davey;Jörn Kohlhammer,"Fraunhofer Institute for Computer Graphics Research;Fraunhofer Institute for Computer Graphics Research;Fraunhofer Institute for, Computer Graphics, Research",,,0.0,1.0,5.0,
VAST,2010,Visual tools for dynamic analysis of complex situations,10.1109/VAST.2010.5654451,628,[],[1477],http://dx.doi.org/10.1109/VAST.2010.5654451,241,242,M,This paper presents an interactive interface synchronized with a simulation framework for exploring complex scenarios. This interface exploits visual analysis for facilitating the understanding of complex situation by human users.,Marielle Mokhtari;Eric Boivin;Denis Laurendeau;Maxime Girardin,Marielle Mokhtari;Eric Boivin;Denis Laurendeau;Maxime Girardin,"System of Systems Section, Defence R&amp;D Canada Quebec (QC), Canada;System of Systems Section, Defence R&amp;D Canada Quebec (QC), Canada;Computer Vision and Systems Laboratory Dept. of ECE, Laval University, Quebec (QC), Canada;Computer Vision and Systems Laboratory Dept. of ECE, Laval University, Quebec (QC), Canada",,"Information visualization, 2D1/2 animation, line & surface graph animation, interaction, synchronization",1.0,2.0,5.0,
InfoVis,2011,A Study on Dual-Scale Data Charts,10.1109/TVCG.2011.160,629,"[58, 323, 477]","[789, 1017, 1076, 1193, 1391]",http://dx.doi.org/10.1109/TVCG.2011.160,2469,2478,J,"We present the results of a user study that compares different ways of representing Dual-Scale data charts. Dual-Scale charts incorporate two different data resolutions into one chart in order to emphasize data in regions of interest or to enable the comparison of data from distant regions. While some design guidelines exist for these types of charts, there is currently little empirical evidence on which to base their design. We fill this gap by discussing the design space of Dual-Scale cartesian-coordinate charts and by experimentally comparing the performance of different chart types with respect to elementary graphical perception tasks such as comparing lengths and distances. Our study suggests that cut-out charts which include collocated full context and focus are the best alternative, and that superimposed charts in which focus and context overlap on top of each other should be avoided.",Petra Isenberg;Anastasia Bezerianos;Pierre Dragicevic;Jean-Daniel Fekete,Petra Isenberg;Anastasia Bezerianos;Pierre Dragicevic;Jean-Daniel Fekete,INRIA;&#x0C9;cole Centrale;INRIA;INRIA,10.1109/INFVIS.1998.729558;10.1109/TVCG.2009.174;10.1109/TVCG.2007.70577,"Focus+Context, Quantitative Experiment, Dual-Scale Charts",20.0,14.0,36.0,
InfoVis,2011,Adaptive Privacy-Preserving Visualization Using Parallel Coordinates,10.1109/TVCG.2011.163,630,"[240, 557]","[1453, 1556]",http://dx.doi.org/10.1109/TVCG.2011.163,2241,2248,J,"Current information visualization techniques assume unrestricted access to data. However, privacy protection is a key issue for a lot of real-world data analyses. Corporate data, medical records, etc. are rich in analytical value but cannot be shared without first going through a transformation step where explicit identifiers are removed and the data is sanitized. Researchers in the field of data mining have proposed different techniques over the years for privacy-preserving data publishing and subsequent mining techniques on such sanitized data. A well-known drawback in these methods is that for even a small guarantee of privacy, the utility of the datasets is greatly reduced. In this paper, we propose an adaptive technique for privacy preser vation in parallel coordinates. Based on knowledge about the sensitivity of the data, we compute a clustered representation on the fly, which allows the user to explore the data without breaching privacy. Through the use of screen-space privacy metrics, the technique adapts to the user's screen parameters and interaction. We demonstrate our method in a case study and discuss potential attack scenarios.",Aritra Dasgupta;Robert Kosara,Aritra Dasgupta;Robert Kosara,UNC-Charlotte;UNC-Charlotte,10.1109/VISUAL.1990.146402;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2010.184;10.1109/VISUAL.1999.809866;10.1109/TVCG.2006.170,"Parallel coordinates, privacy, clustering",25.0,18.0,30.0,
InfoVis,2011,"Angular Histograms: Frequency-Based Visualizations for Large, High Dimensional Data",10.1109/TVCG.2011.166,631,"[128, 312, 260, 557, 240, 212, 24]","[1135, 1205]",http://dx.doi.org/10.1109/TVCG.2011.166,2572,2580,J,"Parallel coordinates is a popular and well-known multivariate data visualization technique. However, one of their inherent limitations has to do with the rendering of very large data sets. This often causes an overplotting problem and the goal of the visual information seeking mantra is hampered because of a cluttered overview and non-interactive update rates. In this paper, we propose two novel solutions, namely, angular histograms and attribute curves. These techniques are frequency-based approaches to large, high-dimensional data visualization. They are able to convey both the density of underlying polylines and their slopes. Angular histogram and attribute curves offer an intuitive way for the user to explore the clustering, linear correlations and outliers in large data sets without the over-plotting and clutter problems associated with traditional parallel coordinates. We demonstrate the results on a wide variety of data sets including real-world, high-dimensional biological data. Finally, we compare our methods with the other popular frequency-based algorithms.",Zhao Geng;Zhenmin Peng;Robert S. Laramee;Jonathan C. Roberts;Rick Walker,Zhao Geng;ZhenMin Peng;Robert S.Laramee;Jonathan C. Roberts;Rick Walker,"Swansea University, UK;Swansea University, UK;Swansea University, UK;Bangore University, UK;Bangor University, UK",10.1109/INFVIS.2002.1173157;10.1109/INFVIS.2004.68;10.1109/TVCG.2006.138;10.1109/TVCG.2007.70535;10.1109/VISUAL.1999.809866;10.1109/INFVIS.1996.559216;10.1109/VISUAL.1990.146402;10.1109/TVCG.2010.184;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2006.170;10.1109/TVCG.2008.131,"Parallel Coordinates, Angular Histogram, Attribute Curves",29.0,23.0,28.0,
InfoVis,2011,Arc Length-Based Aspect Ratio Selection,10.1109/TVCG.2011.167,632,[266],"[739, 929, 1042, 1073, 1405, 1609]",http://dx.doi.org/10.1109/TVCG.2011.167,2276,2282,J,"The aspect ratio of a plot has a dramatic impact on our ability to perceive trends and patterns in the data. Previous approaches for automatically selecting the aspect ratio have been based on adjusting the orientations or angles of the line segments in the plot. In contrast, we recommend a simple, effective method for selecting the aspect ratio: minimize the arc length of the data curve while keeping the area of the plot constant. The approach is parameterization invariant, robust to a wide range of inputs, preserves visual symmetries in the data, and is a compromise between previously proposed techniques. Further, we demonstrate that it can be effectively used to select the aspect ratio of contour plots. We believe arc length should become the default aspect ratio selection method.",Justin Talbot;John Gerth;Pat Hanrahan,Justin Talbot;John Gerth;Pat Hanrahan,Stanford University;Stanford University;Stanford University,10.1109/TVCG.2006.163,"Aspect ratio selection, Banking to 45 degrees, Orientation resolution",14.0,13.0,17.0,
InfoVis,2011,Asymmetric Relations in Longitudinal Social Networks,10.1109/TVCG.2011.169,633,"[457, 266, 325, 257]","[896, 934, 1196, 1224, 1516]",http://dx.doi.org/10.1109/TVCG.2011.169,2283,2290,J,"In modeling and analysis of longitudinal social networks, visual exploration is used in particular to complement and inform other methods. The most common graphical representations for this purpose appear to be animations and small multiples of intermediate states, depending on the type of media available. We present an alternative approach based on matrix representation of gestaltlines (a combination of Tufte's sparklines with glyphs based on gestalt theory). As a result, we obtain static, compact, yet data-rich diagrams that support specifically the exploration of evolving dyadic relations and persistent group structure, although at the expense of cross-sectional network views and indirect linkages.",Ulrik Brandes;Bobo Nick,Ulrik Brandes;Bobo Nick,University of Konstanz;University of Konstanz,10.1109/TVCG.2006.163;10.1109/TVCG.2007.70582;10.1109/TVCG.2009.116;10.1109/TVCG.2006.122;10.1109/TVCG.2010.215,"Network visualization, Social networks, Time series data, visual knolwedge discovery and representation, glyph-based techniques",50.0,38.0,59.0,
InfoVis,2011,BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers,10.1109/TVCG.2011.174,634,"[568, 462, 399]","[755, 859, 874, 1057, 1287, 1415]",http://dx.doi.org/10.1109/TVCG.2011.174,2384,2391,J,"The relationship between candidates' position on a ballot paper and vote rank is explored in the case of 5000 candidates for the UK 2010 local government elections in the Greater London area. This design study uses hierarchical spatially arranged graphics to represent two locations that affect candidates at very different scales: the geographical areas for which they seek election and the spatial location of their names on the ballot paper. This approach allows the effect of position bias to be assessed; that is, the degree to which the position of a candidate's name on the ballot paper influences the number of votes received by the candidate, and whether this varies geographically. Results show that position bias was significant enough to influence rank order of candidates, and in the case of many marginal electoral wards, to influence who was elected to government. Position bias was observed most strongly for Liberal Democrat candidates but present for all major political parties. Visual analysis of classification of candidate names by ethnicity suggests that this too had an effect on votes received by candidates, in some cases overcoming alphabetic name bias. The results found contradict some earlier research suggesting that alphabetic name bias was not sufficiently significant to affect electoral outcome and add new evidence for the geographic and ethnicity influences on voting behaviour. The visual approach proposed here can be applied to a wider range of electoral data and the patterns identified and hypotheses derived from them could have significant implications for the design of ballot papers and the conduct of fair elections.",Jo Wood;Donia Badawood;Jason Dykes;Aidan Slingsby,Jo Wood;Donia Badawood;Jason Dykes;Aidan Slingsby,"giCentre, City University London;giCentre, City University London;giCentre, City University London;giCentre, City University London",10.1109/TVCG.2009.128;10.1109/TVCG.2008.165;10.1109/TVCG.2010.161,"Voting, election, bias, democracy, governance, treemaps, geovisualization, hierarchy, governance",25.0,22.0,27.0,
InfoVis,2011,Benefitting InfoVis with Visual Difficulties,10.1109/TVCG.2011.175,635,"[384, 550, 8, 456, 314]","[740, 784, 799, 967, 983, 992, 1075, 1191, 1307, 1354]",http://dx.doi.org/10.1109/TVCG.2011.175,2213,2222,J,"Many well-cited theories for visualization design state that a visual representation should be optimized for quick and immediate interpretation by a user. Distracting elements like decorative ""chartjunk"" or extraneous information are avoided so as not to slow comprehension. Yet several recent studies in visualization research provide evidence that non-efficient visual elements may benefit comprehension and recall on the part of users. Similarly, findings from studies related to learning from visual displays in various subfields of psychology suggest that introducing cognitive difficulties to visualization interaction can improve a user's understanding of important information. In this paper, we synthesize empirical results from cross-disciplinary research on visual information representations, providing a counterpoint to efficiency-based design theory with guidelines that describe how visual difficulties can be introduced to benefit comprehension and recall. We identify conditions under which the application of visual difficulties is appropriate based on underlying factors in visualization interaction like active processing and engagement. We characterize effective graph design as a trade-off between efficiency and learning difficulties in order to provide Information Visualization (InfoVis) researchers and practitioners with a framework for organizing explorations of graphs for which comprehension and recall are crucial. We identify implications of this view for the design and evaluation of information visualizations.",Jessica Hullman;Eytan Adar;Priti Shah,Jessica Hullman;Eytan Adar;Priti Shah,University of Michigan School of Information;University of Michigan School of Information;University of Michigan,10.1109/INFVIS.1995.528688;10.1109/TVCG.2008.125;10.1109/TVCG.2007.70539;10.1109/TVCG.2010.177;10.1109/INFVIS.2001.963279;10.1109/TVCG.2009.111,"Desirable difficulites, cognitive efficiency, active processing, engagement, individual differences ",47.0,41.0,70.0,HM
InfoVis,2011,BirdVis: Visualizing and Understanding Bird Populations,10.1109/TVCG.2011.176,636,"[576, 321, 396, 549]","[1178, 1268, 1404, 1415, 1474]",http://dx.doi.org/10.1109/TVCG.2011.176,2374,2383,J,"Birds are unrivaled windows into biotic processes at all levels and are proven indicators of ecological well-being. Understanding the determinants of species distributions and their dynamics is an important aspect of ecology and is critical for conservation and management. Through crowdsourcing, since 2002, the eBird project has been collecting bird observation records. These observations, together with local-scale environmental covariates such as climate, habitat, and vegetation phenology have been a valuable resource for a global community of educators, land managers, ornithologists, and conservation biologists. By associating environmental inputs with observed patterns of bird occurrence, predictive models have been developed that provide a statistical framework to harness available data for predicting species distributions and making inferences about species-habitat associations. Understanding these models, however, is challenging because they require scientists to quantify and compare multiscale spatialtemporal patterns. A large series of coordinated or sequential plots must be generated, individually programmed, and manually composed for analysis. This hampers the exploration and is a barrier to making the cross-species comparisons that are essential for coordinating conservation and extracting important ecological information. To address these limitations, as part of a collaboration among computer scientists, statisticians, biologists and ornithologists, we have developed BirdVis, an interactive visualization system that supports the analysis of spatio-temporal bird distribution models. BirdVis leverages visualization techniques and uses them in a novel way to better assist users in the exploration of interdependencies among model parameters. Furthermore, the system allows for comparative visualization through coordinated views, providing an intuitive interface to identify relevant correlations and patterns. We justify our design decisions and present case studies that show how BirdVis has helped scientists obtain new evidence for existing hypotheses, as well as formulate new hypotheses in their domain.",Nivan Ferreira;Lauro Didier Lins;Daniel Fink;Steve Kelling;Christopher Wood;Juliana Freire;Cláudio T. Silva,Nivan Ferreira;Lauro Lins;Daniel Fink;Steve Kelling;Christopher Wood;Juliana Freire;Claudio Silva,University of Utah;University of Utah;Cornell Lab of Ornithology;Cornell Lab of Ornithology;Cornell Lab of Ornithology;University of Utah;University of Utah,10.1109/VISUAL.2001.964510;10.1109/VISUAL.1990.146361;10.1109/TVCG.2010.194;10.1109/TVCG.2010.130;10.1109/TVCG.2007.70570;10.1109/TVCG.2008.153,"Ornithology, species distribution models, multiscale analysis, spatial data, temporal data",31.0,27.0,46.0,
InfoVis,2011,Brushing Dimensions - A Dual Visual Analysis Model for High-Dimensional Data,10.1109/TVCG.2011.178,637,"[512, 108, 206, 498, 185]","[794, 819, 831, 870, 973, 1041, 1160, 1182, 1220, 1277, 1328, 1462, 1480, 1571]",http://dx.doi.org/10.1109/TVCG.2011.178,2591,2599,J,"In many application fields, data analysts have to deal with datasets that contain many expressions per item. The effective analysis of such multivariate datasets is dependent on the user's ability to understand both the intrinsic dimensionality of the dataset as well as the distribution of the dependent values with respect to the dimensions. In this paper, we propose a visualization model that enables the joint interactive visual analysis of multivariate datasets with respect to their dimensions as well as with respect to the actual data values. We describe a dual setting of visualization and interaction in items space and in dimensions space. The visualization of items is linked to the visualization of dimensions with brushing and focus+context visualization. With this approach, the user is able to jointly study the structure of the dimensions space as well as the distribution of data items with respect to the dimensions. Even though the proposed visualization model is general, we demonstrate its application in the context of a DNA microarray data analysis.",Cagatay Turkay;Peter Filzmoser;Helwig Hauser,Cagatay Turkay;Peter Filzmoser;Helwig Hauser,University of Bergen;Vienna University of Technology;University of Bergen,10.1109/INFVIS.2000.885086;10.1109/VISUAL.1994.346302;10.1109/TVCG.2008.116;10.1109/TVCG.2009.199;10.1109/VISUAL.1995.485139;10.1109/VAST.2009.5332611;10.1109/INFVIS.2004.60;10.1109/INFVIS.2004.3;10.1109/VAST.2009.5333431,"Interactive visual analysis, High-dimensional data analysis",53.0,51.0,38.0,
